Sentence,Label
Peter is not agreeable.,fact
Homer is not determined.,fact
Homer is discreet.,fact
"If someone is both not bad and agreeable, then he is not traditional.",implication
"If all people are bad or traditional, then Kyle is not determined.",implication
"If someone is discreet or he is not determined, then he is not traditional.",implication
"If everyone is determined, then Homer is agreeable.",implication
It can be concluded that Hadwin is not discreet once knowing that Maddox is not bad.,implication
Someone who is traditional is always agreeable.,implication
It can be concluded that Peter is not agreeable and Kyle is bad once knowing that Marion is not determined.,implication
Peter being not traditional and Rory being not bad imply that Rory is agreeable.,implication
It can be concluded that Marion is not puzzled once knowing that Rory is not traditional or Peter is agreeable.,implication
It can be concluded that Kyle is not traditional once knowing that Peter is not discreet or Maddox is not puzzled.,implication
Rory is not puzzled.,negation
Homer is not traditional.,negation
Homer is not determined.,negation
Marion is not discreet.,negation
Maddox is not agreeable.,negation
Maddox is not traditional.,negation
Maddox is not discreet.,negation
Homer is not puzzled.,negation
Rory is not traditional.,negation
Homer is not discreet.,negation
Homer is not agreeable.,negation
Hadwin is not discreet.,negation
Harlan is not bad.,fact
Brooke is not puzzled.,fact
Stuart is unusual.,fact
Brooke is massive.,fact
Lauren is unusual.,fact
Lauren is not bad.,fact
Herbert is bad.,fact
Harlan is not ugly.,fact
Lucia is not unusual.,fact
Brooke is not unusual.,fact
Lauren is tremendous.,fact
Harlan is not unusual.,fact
"If there is at least one people who is not massive, then Herbert is tremendous.",implication
"As long as someone is not bad, he is ugly and unusual.",implication
"If someone is not tremendous or he is not unusual, then he is not massive.",implication
"If there is someone who is either unusual or not puzzled, then Herbert is massive.",implication
"If there is at least one people who is not ugly, then Herbert is tremendous.",implication
"If there is someone who is unusual, then Chad is not tremendous and Stuart is bad.",implication
"If there is someone who is both not massive and not tremendous, then Lauren is puzzled and Brooke is bad.",implication
Herbert being not massive implies that Chad is ugly.,implication
"If someone is unusual or bad, then he is tremendous.",implication
Stuart is not tremendous.,negation
Stuart is not puzzled.,negation
Brooke is not massive.,negation
Lauren is not tremendous.,negation
Harlan is not tremendous.,negation
Herbert is not ugly.,negation
Lauren is not unusual.,negation
Brooke is not bad.,negation
Brooke is not tremendous.,negation
Brooke is not unusual.,negation
Lauren is not bad.,negation
Harlan is not unusual.,negation
Sherlock is light.,fact
Alvin is inquisitive.,fact
Claude is not itchy.,fact
Rory is itchy.,fact
Alvin is uptight.,fact
Connell is not lucky.,fact
Culbert is practical.,fact
Culbert is uptight.,fact
Grant is uptight.,fact
Grant is not itchy.,fact
Connell is not itchy.,fact
Culbert is not lucky.,fact
Someone who is not light or not inquisitive is always not itchy and not practical.,implication
"If there is at least one people who is not inquisitive, then Grant is not uptight.",implication
It can be concluded that Claude is light once knowing that Culbert is itchy.,implication
"If someone is not inquisitive, then he is both not uptight and light.",implication
"If Sherlock is not inquisitive, then Culbert is not itchy and Grant is lucky.",implication
"If there is someone who is both not practical and inquisitive, then Alvin is not itchy.",implication
Claude being not inquisitive and Grant being not uptight imply that Rory is not lucky.,implication
Connell is not light.,negation
Culbert is not practical.,negation
Claude is not lucky.,negation
Alvin is not inquisitive.,negation
Claude is not practical.,negation
Rory is not light.,negation
Connell is not uptight.,negation
Culbert is not itchy.,negation
Hannah is not adorable.,fact
Arvel is attentive.,fact
Caldwell is attentive.,fact
Arvel is modern.,fact
Caldwell is not lonely.,fact
Caldwell is not adorable.,fact
Hannah is not miniscule.,fact
Arvel is not adorable.,fact
Michael is not modern.,fact
Claude is not lonely.,fact
Ryan is attentive.,fact
Caldwell is modern.,fact
It can be concluded that Arvel is troubled once knowing that Claude is attentive and Hannah is modern.,implication
Someone who is not miniscule and adorable is always modern and troubled.,implication
"If there is someone who is lonely, then Claude is attentive.",implication
"If Michael is not troubled, then Eunice is lonely and Michael is not miniscule.",implication
"If there is at least one people who is modern, then Caldwell is attentive.",implication
Someone who is modern is always both not lonely and not miniscule.,implication
Someone who is not lonely is always both miniscule and not modern.,implication
Michael being troubled or Hannah being miniscule implies that Claude is modern.,implication
"If there is at least one people who is attentive or not troubled, then Arvel is not miniscule.",implication
"If there is someone who is either troubled or not modern, then Michael is adorable.",implication
Arvel is not attentive.,negation
Claude is not attentive.,negation
Hannah is not adorable.,negation
Caldwell is not adorable.,negation
Claude is not miniscule.,negation
Arvel is not miniscule.,negation
Michael is not attentive.,negation
Arvel is not troubled.,negation
Arvel is not modern.,negation
Glen is helpful.,fact
Brian is not nice.,fact
Kurt is not nice.,fact
Calvin is nice.,fact
Lambert is helpful.,fact
Glen is not pink.,fact
Carroll is not brown.,fact
Calvin is not pink.,fact
Brian is nice.,fact
Carroll is not nice.,fact
Lambert is nice.,fact
Glen is not entire.,fact
"If Carroll is not brown, then Carroll is not entire and Lambert is helpful.",implication
"If there is at least one people who is either helpful or brown, then Glen is entire and Brian is not pink.",implication
"As long as someone is entire and nice, he is nice and helpful.",implication
"If someone is not nice or pink, then he is not entire.",implication
"If everyone is brown, then Brian is not helpful.",implication
"If Lambert is not entire or Brian is not nice, then Abraham is helpful.",implication
It can be concluded that Lambert is not pink and Lambert is brown once knowing that Lambert is not nice.,implication
"If someone who is not nice is also not entire, then he is not nice.",implication
Kurt being not nice and Lambert being not entire imply that Abraham is pink.,implication
Carroll is not brown.,negation
Calvin is not nice.,negation
Abraham is not entire.,negation
Lambert is not nice.,negation
Abraham is not nice.,negation
Calvin is not entire.,negation
Glen is not pink.,negation
Glen is not entire.,negation
Kurt is not nice.,negation
Lambert is not helpful.,negation
Abraham is not brown.,negation
Ryan is not good-tempered.,fact
Goddard is not mellow.,fact
Royce is tan.,fact
Nathalie is not mellow.,fact
Theobold is good-tempered.,fact
Konrad is not terrible.,fact
Nathalie is not tan.,fact
Konrad is mellow.,fact
Nathalie is not helpful.,fact
Theobold is not every.,fact
Konrad is not tan.,fact
Ryan is not every.,fact
"If Goddard is mellow or Konrad is not terrible, then Nathalie is not every.",implication
It can be concluded that Konrad is terrible once knowing that Nathalie is every and Theobold is good-tempered.,implication
"If there is at least one people who is both not terrible and tan, then Theobold is helpful.",implication
It can be concluded that Nathalie is not helpful and Goddard is good-tempered once knowing that Royce is terrible and Goddard is not every.,implication
"If there is someone who is either not mellow or terrible, then Lombard is helpful.",implication
It can be concluded that Lombard is not helpful once knowing that Ryan is not good-tempered or Konrad is not tan.,implication
Konrad is not tan.,negation
Nathalie is not mellow.,negation
Konrad is not terrible.,negation
Royce is not good-tempered.,negation
Royce is not tan.,negation
Theobold is not tan.,negation
Royce is not helpful.,negation
Theobold is not mellow.,negation
Kerry is purple.,fact
Eunice is strict.,fact
Bevis is not healthy.,fact
Brian is not better.,fact
Eunice is not better.,fact
Bevis is not inner.,fact
Kerry is strict.,fact
Rick is not better.,fact
Katrina is depressed.,fact
Eunice is not purple.,fact
Bevis is strict.,fact
Katrina is purple.,fact
